,FUNC_NAME,FUNC_LINE_NO
435,static bool cmf_main_descriptor_valid(const main_descriptor_t *p_descriptor),179
436,main_descriptor_t* bitstream_parse_section_main_desc_get(void),263
437,signature_descriptor_t* bitstream_parse_section_sig_desc_get(void),268
438,"sdm_return_t parse_descriptors(comp_config_handle_t comp_handle,const main_descriptor_t *main_descriptor, const signature_descriptor_t *signature_descriptor)",273
439,"sdm_return_t cmf_validate_section_header(comp_config_handle_t comp_handle, const main_descriptor_t *p_m_descriptor, const signature_descriptor_t *p_s_descriptor)",310
440,"sdm_return_t bitstream_header_processing(comp_config_handle_t comp_config_handle,",354
441,"sdm_return_t bitstream_header_authenticate(comp_config_handle_t comp_config_handle,",875
442,"static uint32_t parse_main_descriptor(comp_config_handle_t comp_handle, const main_descriptor_t *main_descriptor)",954
443,"static sdm_return_t state_cmf_transition(const main_descriptor_t *p_main_header, const signature_descriptor_t *p_signature_descriptor)",1498
444,Copyright (2019) Intel Corporation,3
445,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
446,void bitstream_section_init(),64
447,sdm_return_t bitstream_advance(uint32_t size_bytes),71
448,void bitstream_num_sections_set(uint32_t sections),87
449,uint32_t bitstream_num_sections_get(void),91
450,void bitstream_num_sections_dec(void),95
451,void bitstream_ssbl_sync_block_set(bool s),103
452,bool bitstream_ssbl_sync_block_get(void),107
453,void bitstream_position_set(uint32_t pos),112
454,uint32_t bitstream_position_get(void),117
455,void bitstream_section_bytes_set(uint32_t size),122
456,uint32_t bitstream_section_bytes_get(void),127
457,uint32_t bitstream_fixed_count_get(void),137
458,uint32_t bitstream_fixed_flags_get(void),147
459,"sdm_return_t bitstream_fixed_add(uint32_t num_blocks, uint32_t flags)",164
460,sdm_return_t bitstream_fixed_remove(void),183
461,sdm_return_t bitstream_fixed_flow(comp_config_handle_t config_handle),203
462,"static sdm_return_t sdm_get_skip_data_block(comp_config_handle_t config_handle, uint32_t *p_action, in_buf_select_t fifo)",258
463,"static sdm_return_t sdm_get_action_block(comp_config_handle_t config_handle, uint32_t *p_action, bool hash_check)",311
464,"static sdm_return_t skip_config_data(comp_config_handle_t config_handle, uint32_t blocks)",380
465,"sdm_return_t bitstream_section(comp_config_handle_t config_handle,",447
466,"sdm_return_t crypto_skip_data(comp_config_handle_t config_handle, uint32_t blocks)",634
467,"void __attribute__ ((noinline)) check_action_block_error(sdm_return_t error_ret, uint32_t error_code)",704
468,void bitstream_source_cnoc_master(cnoc_handle_t cnoc_handle),41
469,"static sdm_return_t bitstream_source_dma_start(cnoc_handle_t cnoc_handle, dma_handle_t dma_read_handle, uint32_t bytes)",84
470,"static sdm_return_t bitstream_source_hps_start(cnoc_handle_t cnoc_handle, dma_handle_t dma_read_handle, uint32_t bytes)",92
471,"static sdm_return_t bitstream_source_fpga_start(cnoc_handle_t cnoc_handle, dma_handle_t dma_read_handle, uint32_t bytes)",107
472,"static sdm_return_t bitstream_source_cvp_start(cnoc_handle_t cnoc_handle, dma_handle_t dma_read_handle, uint32_t bytes)",118
473,"static sdm_return_t bistream_source_qspi_start(cnoc_handle_t cnoc_handle, dma_handle_t dma_read_handle, uint32_t bytes)",128
474,"static sdm_return_t bitstream_source_sdmmc_start(cnoc_handle_t cnoc_handle, dma_handle_t dma_read_handle, uint32_t bytes)",147
475,bitstream_control_t *bitstream_source_open(void),159
476,void bitstream_source_close( void ),239
477,void bitstream_source_point_to_main_section ( void ),282
478,This function wraps the QSPI bitstream_source_tart.start() so that we can make cmf_reload code shared by main CMF and trampoline,319
479,* Main CMF uses bitstream_source where QSPI read is achieved by calling start(),321
480,* ST CORE based app uses st_bitstream_source where QSPI read is done in two steps -- start() and get_data(),322
481,"void bitstream_source_qspi_read(cnoc_handle_t cnoc_handle, dma_handle_t dma_handle, uint32_t size)",329
482,bitstream_source_select_t bitstream_source_get(void),340
483,in_buf_src_sel_t bitstream_input_source_get(void),345
484,bitstream_source_select_t bistream_source_from_msel(void),350
485,void bitstream_source_set_qspi_cs(uint32_t qspi_cs),409
486,uint32_t bitstream_source_get_qspi_cs(void),414
487,Copyright (2019) Intel Corporation,3
488,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
489,sdm_return_t config_skip_ssbl_sync_block(comp_config_handle_t config_handle),32
490,Copyright (2017-18) Intel Corporation,3
491,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
492,void cmf_compatible_hash_get(hash_384_t * p_block0_sha),58
493,received with new CNT firmware(this only happens in development).,66
494,@param p_block0_sha is the SHA 384 of block 0 of the CMF(ssbl).,68
495,void cmf_compatible_hash_set(const hash_384_t * const p_block0_sha),72
496,bool cmf_compatible(const hash_384_t * const p_block0_sha),89
497,"sdm_return_t cmf_compatible_sha_compare(const uint32_t * const p_sha0, const uint32_t * const p_sha1, uint32_t size)",119
498,bool cmf_compatible_type(uint32_t type),144
499,static sdm_return_t cmf_compatible_bitstream_device_type_check(main_descriptor_t const * p_main_desc),169
500,static sdm_return_t cmf_compatible_bitstream_cmf_version_check(main_descriptor_t const * p_main_desc),221
501,sdm_return_t cmf_compatible_bitstream_hash_set(cmf_descriptor_t const * p_cmf_descriptor),271
502,sdm_return_t cmf_compatible_bitstream_check(main_descriptor_t const * p_main_desc),306
503,Copyright (2017-2020) Intel Corporation,3
504,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
505,"void cmf_mbox_get_designhash_hdlr(ALT_SDM_MBOX_SOURCE_t source,",78
506,"sdm_return_t cmf_designhash_set(const uint32_t* inp_designhash, uint32_t num_bytes)",135
507,void cmf_designhash_invalidate(void),159
508,Copyright (2020) Intel Corporation.,3
509,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
510,static void cmf_bkp_handlers_common_teardown(void),106
511,"void cmf_bkp_mbox_sigma_teardown_hdlr(ALT_SDM_MBOX_SOURCE_t client, uint32_t *cmd_buf, uint32_t *resp_buf, uint32_t *big_buf)",121
512,"Copyright (2017, 2018, 2019, 2020) Intel Corporation",3
513,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
514,"STATIC void cmf_reload_decomp_stub_run(uint32_t stub_entry, uint32_t r5, uint32_t r6,",110
515,cmf_reload_trampoline_load() function must have been called before this function,155
516,STATIC sdm_return_t cmf_reload_decomp_stub_load(uint32_t *load_addr),164
517,sdm_return_t cmf_reload_handle_init(void),244
518,void cmf_reload_handle_release(void),288
519,dma_handle_t cmf_reload_dma_handle_get(void),301
520,in_buf_handle_t cmf_reload_inbuf_handle_get(void),305
521,sha_handle_t cmf_reload_sha_handle_get(void),309
522,cnoc_handle_t cmf_reload_cnoc_handle_get(void),313
523,STATIC sdm_return_t relocate_tramp_dc(uint32_t *load_addr),324
524,"void cmf_reload_decomp_stub_load_and_run(uint32_t *load_addr, uint32_t stub_entry, uint32_t r5, uint32_t r6,",330
525,sdm_return_t cmf_reload_trampoline_init(uint32_t size),360
526,sdm_return_t cmf_reload_trampoline_load(const uint32_t * p_expected_hash),511
527,void pre_transition_cleanup(void),594
528,Copyright (2019-2020) Intel Corporation,2
529,"source code (""Material"") are owned by Intel Corporation or its suppliers or",5
530,"sdm_return_t cmf_sec_options_interpret_option_values(const uint32_t efuse_value,",112
531,sdm_return_t cmf_sec_options_init(const main_descriptor_t *p_main_descriptor),125
532,sdm_return_t cmf_sec_options_clear_bitstream_options(void),207
533,"sdm_return_t cmf_sec_options_get_option_status(cmf_security_option_id_t option_id,",227
534,"sdm_return_t cmf_sec_options_get_bitstream_option(cmf_security_option_id_t sec_option_id,",298
535,"sdm_return_t cmf_sec_options_get_efuse_option(cmf_security_option_id_t sec_option_id,",358
536,"sdm_return_t cmf_sec_options_get_sticky_option(cmf_security_option_id_t sec_option_id,",446
537,"sdm_return_t cmf_sec_options_interpret_option_values(const uint32_t efuse_value,",475
538,Copyright (2019-) Intel Corporation,3
539,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
540,"@return: Returns SDM_SUCCESS(0) if init is successful, error code otherwise",62
541,sdm_return_t cmf_sigma_init(void),64
542,void cmf_sigma_finish(void),113
543,@param: ctx - pointer to a crypto context to associate with opened driver handles (any prior state is destroyed),127
544,sdm_return_t cmf_sigma_crypto_init(crypto_context_t *ctx),130
545,"@return: Returns SDM_SUCCESS(0) if magic word is correct, error code otherwise",211
546,"sdm_return_t cmf_sigma_process_teardown(const cmf_sigma_teardown_msg_t * const p_teardown_msg,",213
547,"@return: Returns SDM_SUCCESS(0) if message is successful processed and verified, error code otherwise",237
548,"sdm_return_t cmf_sigma_process_m1(const crypto_context_t * const crypto_ctx,",239
549,"@return: Returns SDM_SUCCESS(0) if session protocol key and mac data successfully generated, error code otherwise",353
550,"sdm_return_t cmf_sigma_assemble_m2_compute_protcol_key_and_mac(const crypto_context_t * const crypto_ctx,",355
551,"sdm_return_t cmf_sigma_fill_device_key_and_compute_shared_secret(const crypto_context_t* const crypto_ctx,",426
552,"@return: Returns SDM_SUCCESS(0) if data was collected and stored successfully, error code otherwise",513
553,"sdm_return_t cmf_sigma_assemble_m2_save_fw_data(const crypto_context_t * const crypto_ctx,",515
554,Copyright (2019) Intel Corporation,3
555,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
556,"sdm_return_t cnoc_return_interrupt(cnoc_handle_t handle, const uint32_t mask)",70
557,void check_sdm_ecc_error(void),223
558,void check_cnoc_return_interrupt(void),263
559,"void handle_int_request(const cnoc_addr_t cnoc_addr, const uint32_t * const p_response, const uint32_t size)",350
560,Copyright (2018) Intel Corporation,3
561,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
562,static clkmgr_oscclk_speed_t config_clock_get_oscclk_speed(uint32_t ext_ref_clk),57
563,static clkmgr_asclk_speed_t config_clock_get_asclk_speed(uint32_t asclk),97
564,sdm_return_t config_clock_open(void),170
565,void config_clock_close(void),192
566,"@param cpu_clk_flag if zero then this is @ref CLOCK_MODE_EXTERNAL, if 1 then cpu clock is using internal osc (either SECURE_EXT or INTOSC)",204
567,"sdm_return_t config_clock_setup_clocks(uint32_t cpu_clk_flag, uint32_t ext_ref_clk, uint32_t asclk , bool qspi_en)",213
568,sdm_return_t config_clock_update(clock_event_t event),319
569,static sdm_return_t config_clock_register_qspi_clock_change_callback(bool qspi_en),383
570,sdm_return_t config_clock_pre_qspi_clock_change(void),420
571,sdm_return_t config_clock_post_qspi_clock_change_no_flash(clkmgr_settings_t* new_settings),434
572,sdm_return_t config_clock_post_qspi_clock_change(clkmgr_settings_t* new_settings),455
573,"sdm_return_t config_clock_get_as_qspi_clk(uint32_t* asclk, uint32_t* qspi_clk)",470
574,"sdm_return_t set_qspi_int_osc(clkmgr_handle_t clkmgr_handle, qspi_handle_t qspi_handle)",504
575,static sdm_return_t config_clock_register_atpr_clock_change_callback(void),530
576,static sdm_return_t config_clock_pre_atpr_freq_clock_change(void),545
577,static sdm_return_t config_clock_post_atpr_freq_clock_change(clkmgr_settings_t* new_settings),562
578,clkmgr_handle_t config_clock_get_clkmgr_handle(void),590
579,sdm_return_t config_clock_freq_det_init(uint32_t tolerance),601
580,sdm_return_t config_clock_freq_det_disable(),635
581,sdm_return_t config_clock_freq_det_enable(),652
582,"source code (""Material"") are owned by Intel Corporation or its suppliers or",3
583,static sdm_return_t send_cnt_mutlicast_enable(cnoc_handle_t handle),34
584,sdm_return_t cnt_deassert_tx_int_multicast(void),123
585,sdm_return_t cnt_warm_reset_multicast(void),156
586,static sdm_return_t wait_for_cnoc_interrupt(cnoc_handle_t  handle),192
587,sdm_return_t config_cnoc_sector_zero_check(cnoc_handle_t  handle),231
588,sdm_return_t config_cnoc_user_reg_clear(cnoc_handle_t  handle),279
589,sdm_return_t config_cnoc_init(void),323
590,Copyright (2020) Intel Corporation,3
591,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
592,It can be set in packet_add() or in SHA_ISR(). When set in packet_add(),46
593,it must be guaranteed that SHA_ISR() cannot occur at that time.,47
594,static inline bool cvp_aib_addr_valid(void),53
595,const cnoc_addr_t cvp_aib_cnoc_addr_get(void),62
596,void cvp_aib_cnoc_addr_invalidate(void),71
597,sdm_return_t cvp_aib_protect_mask_set(const uint32_t mask),76
598,"static sdm_return_t int_wait_stk_spin(cnoc_handle_t handle, uint32_t retry,",135
599,static inline sdm_return_t int_wait_stk_assert_spin(,151
600,static inline sdm_return_t int_wait_stk_deassert_spin(,157
601,"static sdm_return_t int_wait_raw(cnoc_handle_t handle, uint32_t retry,",164
602,static inline sdm_return_t int_wait_raw_assert_sleep(,199
603,static inline sdm_return_t int_wait_raw_assert_spin(,205
604,static inline sdm_return_t int_wait_raw_deassert_sleep(,211
605,static inline sdm_return_t int_wait_raw_deassert_spin(,217
606,"static sdm_return_t issue_cvp_done (cnoc_handle_t handle, uint32_t state)",229
607,This function is invoked in either ISR (SHA ISR) or,405
608,non-ISR (Packet_add) context. It is interrupt safe because,406
609,void cmf_config_cvp_issue_single_credit(cnoc_handle_t handle),412
610,"sdm_return_t cmf_config_cvp_aib_credits_send(const cnoc_handle_t cnoc_handle, const uint32_t nCredits)",437
611,"sdm_return_t cmf_config_cvp_transfer_close(const cnoc_handle_t cnoc_handle,",530
612,Copyright (2020) Intel Corporation,3
613,"source code (""Material"") are owned by Intel Corporation or its suppliers or",6
614,"static cfg_dma_handlers_t g_config_dma_hdlr = { (dma_handle_t)SDM_HANDLE_INVALID,",43
615,"static sdm_return_t write_qspi_descriptors_set( dma_handle_t dma_handler ,",60
616,"static sdm_return_t cfg_qspi_descriptors_set( dma_handle_t dma_handler ,",62
617,static uint32_t get_words_to_write(void),81
618,"static sdm_return_t write_qspi_descriptors_set( dma_handle_t dma_handler ,",110
619,"static sdm_return_t cfg_qspi_descriptors_set( dma_handle_t dma_handler ,",173
620,static void config_dma_isr (void * isr_contex),236
621,static void config_dma_hps_isr (void * isr_contex),367
622,void register_config_dma_isr(CONFIG_DMA_SOURCE_t source),392
623,void disable_config_dma_isr(void),406
624,static sdm_return_t dma_read_from_qspi_start( uint32_t words_2_read ),412
625,uint32_t qspi_cfg_remaining_desc_get(void),445
626,void qspi_cfg_remaining_desc_reset(void),450
627,bool qspi_cfg_read_inprogress_get(void),455
628,bool qspi_cfg_read_error_get(void),462
629,sdm_return_t qspi_cfg_start (uint32_t bytes_2_read),475
630,void config_dma_flash_add_update(uint32_t address),511
631,uint32_t config_dma_get_flash_addr(void),516
632,bool config_qspi_error_in_bootarea(void),521
633,sdm_return_t  config_dma_qspi_config_open(qspi_dvr_param_t * p_dvr_params ),535
634,sdm_return_t config_dma_qspi_close(void),588
635,void  config_dma_clear_context_data(void),615
636,void config_dma_handler_update(dma_handle_t dma_h),632
637,void qspi_fwrite_dma_handler_update(dma_handle_t dma_handle),638
638,qspi_handle_t config_dma_qspi_handle_get( void ),643
639,"sdm_return_t config_dma_add_descriptor(uint32_t addr, uint32_t len, uint8_t id, uint32_t burst, bool irq)",648
640,void config_dma_start_dma_if_stopped(void),668
641,static uint32_t next_in_buf_read( void ),678
642,static uint32_t inbuf_next_section_update_get(void),690
643,static sdm_return_t inbuf_next_transaction_start(uint32_t in_buf_bytes),700
644,static sdm_return_t qspi_write_next_transaction_start(void),713
645,static void qspi_write_fast_tear_down(void),738
646,static void qspi_cfg_tear_down(void),750
647,"sdm_return_t qspi_write_fast_start( in_buf_handle_t in_buf_handler, dma_handle_t dma_handler,  uint32_t bytes_2_write )",760
648,sdm_return_t config_dma_qspi_not_config_open(config_dma_hdlr_owner_t owner),823
649,bool config_dma_qspi_opened(void),842
650,void config_dma_wipe_tear_down(void),854
